T (K),k_perpendicular (W/m.K)
116.666666666667,0.0388274590163934
255.555555555556,0.0453995901639344
394.444444444444,0.0568143442622951
533.333333333333,0.0720340163934426
672.222222222222,0.0887237704918033
811.111111111111,0.10878606557377
950,0.130318442622951
1088.88888888889,0.157125819672131
